,FID,Field1,FID_,Join_Count,TARGET_FID,TMK,EFFLUENT,X,Y,Uid,Grid_ID,Grid_ID_X,Grid_ID_Y,Starts_ID,Flikr_ID,Flikr_X,Flikr_Y,State_ID
354,354,354,354,1,354,254014040,600.0,-156.939861954,21.0702501947,-156.93986_21.07025,141_225,0.0,0.0,starts_589,flk_1824,-156.941017531,21.0637213586,flk_1824_Maui
355,355,355,355,1,355,254014041,800.0,-156.939767234,21.0696924233,-156.93976_21.06969,142_225,0.0,0.0,,,,,
356,356,356,356,1,356,257001005,800.0,-156.761974614,21.0967938711,-156.76197_21.09679,112_328,0.0,0.0,,,,,
357,357,357,357,1,357,257001009,400.0,-156.762876653,21.0974721333,-156.76287_21.09747,112_328,0.0,0.0,,,,,
358,358,358,358,1,358,257001011,600.0,-156.763632127,21.0984861862,-156.76363_21.09848,111_327,0.0,0.0,starts_380,flk_2059,-156.762555702,21.0953271529,flk_2059_Maui
359,359,359,359,1,359,252016066,400.0,-157.007417065,21.1612764598,-157.00741_21.16127,56_141,141.0,56.0,starts_253,flk_2088,-157.096859233,21.1039253013,flk_2088_Maui
360,360,360,360,1,360,252016068,400.0,-157.007969085,21.1608998842,-157.00796_21.16089,56_140,140.0,56.0,starts_252,flk_2087,-157.099265063,21.1039522952,flk_2087_Maui
361,361,361,361,1,361,252016073,600.0,-157.007691129,21.1611982061,-157.00769_21.16119,56_141,141.0,56.0,starts_253,flk_2088,-157.096859233,21.1039253013,flk_2088_Maui
362,362,362,362,1,362,252017001,600.0,-157.058916075,21.1751726242,-157.05891_21.17517,37_93,93.0,37.0,starts_75,flk_2397,-157.064498654,21.1871016988,flk_2397_Maui
363,363,363,363,1,363,252017004,600.0,-157.061796356,21.1789376262,-157.06179_21.17893,31_92,92.0,31.0,starts_39,flk_2397,-157.064498654,21.1871016988,flk_2397_Maui
364,364,364,364,1,364,252017005,800.0,-157.063266579,21.1802248204,-157.06326_21.18022,28_92,92.0,28.0,starts_25,flk_2397,-157.064498654,21.1871016988,flk_2397_Maui
365,365,365,365,1,365,252017006,600.0,-157.064831534,21.1805942245,-157.06483_21.18059,28_91,91.0,28.0,starts_24,flk_2397,-157.064498654,21.1871016988,flk_2397_Maui
366,366,366,366,1,366,252017026,600.0,-157.059411218,21.1763133173,-157.05941_21.17631,36_93,93.0,36.0,starts_69,flk_2397,-157.064498654,21.1871016988,flk_2397_Maui
367,367,367,367,1,367,252017029,600.0,-157.059859231,21.1773198249,-157.05985_21.17731,34_93,93.0,34.0,starts_52,flk_2398,-157.06209153,21.1870741086,flk_2398_Maui
368,368,368,368,1,368,252017031,800.0,-157.06028503,21.1772685875,-157.06028_21.17726,34_93,93.0,34.0,starts_52,flk_2398,-157.06209153,21.1870741086,flk_2398_Maui
369,369,369,369,1,369,252017032,600.0,-157.060764562,21.1776528636,-157.06076_21.17765,33_92,92.0,33.0,starts_47,flk_2397,-157.064498654,21.1871016988,flk_2397_Maui
370,370,370,370,1,370,252017034,400.0,-157.060909034,21.1768858353,-157.06090_21.17688,35_92,92.0,35.0,starts_61,flk_2397,-157.064498654,21.1871016988,flk_2397_Maui
371,371,371,371,1,371,252017035,600.0,-157.061070139,21.1764877772,-157.06107_21.17648,35_92,92.0,35.0,starts_61,flk_2397,-157.064498654,21.1871016988,flk_2397_Maui
372,372,372,372,1,372,252017037,600.0,-157.060310007,21.176369959,-157.06031_21.17636,36_93,93.0,36.0,starts_69,flk_2397,-157.064498654,21.1871016988,flk_2397_Maui
373,373,373,373,1,373,252017039,800.0,-157.059919803,21.1754701028,-157.05991_21.17547,37_93,93.0,37.0,starts_75,flk_2397,-157.064498654,21.1871016988,flk_2397_Maui
374,374,374,374,1,374,252020011,600.0,-157.006974722,21.162155167,-157.00697_21.16215,55_141,141.0,55.0,starts_244,flk_2087,-157.099265063,21.1039522952,flk_2087_Maui
375,375,375,375,1,375,252020012,600.0,-157.006874801,21.1618640181,-157.00687_21.16186,55_141,141.0,55.0,starts_244,flk_2087,-157.099265063,21.1039522952,flk_2087_Maui
376,376,376,376,1,376,252020013,600.0,-157.006698746,21.161958312,-157.00669_21.16195,55_141,141.0,55.0,starts_244,flk_2087,-157.099265063,21.1039522952,flk_2087_Maui
377,377,377,377,1,377,252020014,600.0,-157.006534057,21.1620439791,-157.00653_21.16204,55_142,142.0,55.0,starts_245,flk_2089,-157.094453407,21.1038982734,flk_2089_Maui
378,378,378,378,1,378,252020015,600.0,-157.006761967,21.1622862252,-157.00676_21.16228,55_141,141.0,55.0,starts_244,flk_2087,-157.099265063,21.1039522952,flk_2087_Maui
379,379,379,379,1,379,252020016,600.0,-157.006759795,21.1625659962,-157.00675_21.16256,54_141,141.0,54.0,starts_233,flk_2466,-157.114934583,21.1967037116,flk_2466_Maui
380,380,380,380,1,380,252020017,600.0,-157.006543492,21.1625952941,-157.00654_21.16259,54_142,142.0,54.0,starts_234,flk_2088,-157.096859233,21.1039253013,flk_2088_Maui
381,381,381,381,1,381,252020019,1000.0,-157.006232305,21.1622059587,-157.00623_21.16220,55_142,142.0,55.0,starts_245,flk_2089,-157.094453407,21.1038982734,flk_2089_Maui
382,382,382,382,1,382,252020020,600.0,-157.006076895,21.1623126506,-157.00607_21.16231,55_142,142.0,55.0,starts_245,flk_2089,-157.094453407,21.1038982734,flk_2089_Maui
383,383,383,383,1,383,252020022,600.0,-157.005686353,21.1624230806,-157.00568_21.16242,55_142,142.0,55.0,starts_245,flk_2089,-157.094453407,21.1038982734,flk_2089_Maui
384,384,384,384,1,384,252020023,600.0,-157.005548697,21.1621847235,-157.00554_21.16218,55_142,142.0,55.0,starts_245,flk_2089,-157.094453407,21.1038982734,flk_2089_Maui
385,385,385,385,1,385,252020024,600.0,-157.005563695,21.1619865085,-157.00556_21.16198,55_142,142.0,55.0,starts_245,flk_2089,-157.094453407,21.1038982734,flk_2089_Maui
386,386,386,386,1,386,252020025,600.0,-157.005796198,21.1619118149,-157.00579_21.16191,55_142,142.0,55.0,starts_245,flk_2089,-157.094453407,21.1038982734,flk_2089_Maui
387,387,387,387,1,387,252020026,600.0,-157.005972775,21.1618125085,-157.00597_21.16181,55_142,142.0,55.0,starts_245,flk_2089,-157.094453407,21.1038982734,flk_2089_Maui
388,388,388,388,1,388,254006021,800.0,-156.97902929,21.0726430449,-156.97902_21.07264,135_171,0.0,0.0,,,,,
389,389,389,389,1,389,254006022,600.0,-156.978568792,21.0724489979,-156.97856_21.07244,135_172,0.0,0.0,,,,,
390,390,390,390,1,390,254006023,600.0,-156.977795338,21.072083138,-156.97779_21.07208,136_172,0.0,0.0,,,,,
391,391,391,391,0,391,254006024,600.0,-156.977434842,21.0718964806,-156.97743_21.07189, ,0.0,0.0,,,,,
392,392,392,392,1,392,254006028,600.0,-156.989233434,21.0768809196,-156.98923_21.07688,126_164,0.0,0.0,,,,,
393,393,393,393,1,393,254006033,1000.0,-156.988884203,21.0768613984,-156.98888_21.07686,126_164,0.0,0.0,,,,,
394,394,394,394,1,394,252007008,600.0,-157.062104659,21.1646383223,-157.06210_21.16463,53_92,92.0,53.0,starts_217,flk_2430,-157.088512029,21.191890914,flk_2430_Maui
395,395,395,395,1,395,252007010,600.0,-157.065198078,21.1651439997,-157.06519_21.16514,52_91,91.0,52.0,starts_202,flk_2430,-157.088512029,21.191890914,flk_2430_Maui
396,396,396,396,1,396,252007011,1200.0,-157.066564107,21.1664761205,-157.06656_21.16647,50_90,90.0,50.0,starts_181,flk_2431,-157.086104793,21.1918636599,flk_2431_Maui
397,397,397,397,1,397,252007012,600.0,-157.068823722,21.1636952971,-157.06882_21.16369,54_90,90.0,54.0,starts_231,flk_2449,-157.088482985,21.1941485114,flk_2449_Maui
398,398,398,398,1,398,252007013,600.0,-157.046130394,21.162452757,-157.04613_21.16245,55_98,98.0,55.0,starts_243,flk_2448,-157.09089026,21.1941757344,flk_2448_Maui
399,399,399,399,1,399,252007020,400.0,-157.061216842,21.1747965825,-157.06121_21.17479,38_92,92.0,38.0,starts_82,flk_2396,-157.066905781,21.1871292547,flk_2396_Maui
400,400,400,400,1,400,252007021,600.0,-157.063468542,21.1720112694,-157.06346_21.17201,41_91,91.0,41.0,starts_115,flk_2419,-157.071690757,21.1894418403,flk_2419_Maui
401,401,401,401,1,401,252007022,400.0,-157.064727358,21.173971073,-157.06472_21.17397,39_91,91.0,39.0,starts_93,flk_2420,-157.069283585,21.1894143496,flk_2420_Maui
402,402,402,402,1,402,252007023,800.0,-157.065861414,21.1758820617,-157.06586_21.17588,36_91,91.0,36.0,starts_68,flk_2421,-157.066876416,21.1893868247,flk_2421_Maui
403,403,403,403,1,403,252007028,1200.0,-157.043286306,21.1644823846,-157.04328_21.16448,52_99,99.0,52.0,starts_205,flk_2418,-157.074097933,21.1894692967,flk_2418_Maui
404,404,404,404,1,404,252018001,1600.0,-157.004063707,21.1616026188,-157.00406_21.16160,55_144,144.0,55.0,starts_247,flk_2078,-157.075236042,21.1014232181,flk_2078_Maui
405,405,405,405,1,405,252018003,400.0,-157.003450089,21.1615729097,-157.00345_21.16157,55_144,144.0,55.0,starts_247,flk_2078,-157.075236042,21.1014232181,flk_2078_Maui
406,406,406,406,1,406,252018004,600.0,-157.003111258,21.1616989029,-157.00311_21.16169,55_145,145.0,55.0,starts_248,flk_2080,-157.070424535,21.1013685207,flk_2080_Maui
407,407,407,407,1,407,252018005,600.0,-157.003338376,21.1619867207,-157.00333_21.16198,55_144,144.0,55.0,starts_247,flk_2078,-157.075236042,21.1014232181,flk_2078_Maui
408,408,408,408,1,408,252018008,400.0,-157.003686409,21.162390611,-157.00368_21.16239,55_144,144.0,55.0,starts_247,flk_2078,-157.075236042,21.1014232181,flk_2078_Maui
409,409,409,409,1,409,252018009,600.0,-157.003880619,21.1622941351,-157.00388_21.16229,55_144,144.0,55.0,starts_247,flk_2078,-157.075236042,21.1014232181,flk_2078_Maui
410,410,410,410,1,410,252018011,400.0,-157.004250982,21.1621026791,-157.00425_21.16210,55_144,144.0,55.0,starts_247,flk_2078,-157.075236042,21.1014232181,flk_2078_Maui
411,411,411,411,1,411,252018012,400.0,-157.00443839,21.1620105232,-157.00443_21.16201,55_143,143.0,55.0,starts_246,flk_2076,-157.080047565,21.1014777791,flk_2076_Maui
412,412,412,412,1,412,252020028,600.0,-157.006312582,21.1616275315,-157.00631_21.16162,55_142,142.0,55.0,starts_245,flk_2089,-157.094453407,21.1038982734,flk_2089_Maui
413,413,413,413,1,413,252020029,800.0,-157.006478592,21.1615383804,-157.00647_21.16153,56_142,142.0,56.0,starts_254,flk_2076,-157.080047565,21.1014777791,flk_2076_Maui
414,414,414,414,1,414,252020031,600.0,-157.005204706,21.1621423878,-157.00520_21.16214,55_143,143.0,55.0,starts_246,flk_2076,-157.080047565,21.1014777791,flk_2076_Maui
415,415,415,415,1,415,252020032,600.0,-157.005292866,21.1623033593,-157.00529_21.16230,55_143,143.0,55.0,starts_246,flk_2076,-157.080047565,21.1014777791,flk_2076_Maui
416,416,416,416,1,416,252020034,600.0,-157.005472038,21.1626145567,-157.00547_21.16261,54_142,142.0,54.0,starts_234,flk_2088,-157.096859233,21.1039253013,flk_2088_Maui
417,417,417,417,1,417,252020035,600.0,-157.005561954,21.1627709924,-157.00556_21.16277,54_142,142.0,54.0,starts_234,flk_2088,-157.096859233,21.1039253013,flk_2088_Maui
418,418,418,418,1,418,254010011,600.0,-156.998141923,21.0829550926,-156.99814_21.08295,120_152,0.0,0.0,starts_444,flk_1886,-156.998526064,21.0802141696,flk_1886_Maui
419,419,419,419,1,419,252018014,600.0,-157.004600805,21.1618659602,-157.00460_21.16186,55_143,143.0,55.0,starts_246,flk_2076,-157.080047565,21.1014777791,flk_2076_Maui
420,420,420,420,1,420,252018015,600.0,-157.004882398,21.1625493394,-157.00488_21.16254,54_143,143.0,54.0,starts_235,flk_2090,-157.092047584,21.1038712113,flk_2090_Maui
421,421,421,421,1,421,252018016,600.0,-157.004587001,21.1626985825,-157.00458_21.16269,54_143,143.0,54.0,starts_235,flk_2090,-157.092047584,21.1038712113,flk_2090_Maui
422,422,422,422,1,422,252018017,600.0,-157.004084069,21.1627830457,-157.00408_21.16278,54_144,144.0,54.0,starts_236,flk_2077,-157.077641802,21.1014505157,flk_2077_Maui
423,423,423,423,1,423,252018018,400.0,-157.00419477,21.163034501,-157.00419_21.16303,54_144,144.0,54.0,starts_236,flk_2077,-157.077641802,21.1014505157,flk_2077_Maui
424,424,424,424,1,424,252018019,900.0,-157.003769616,21.1634048035,-157.00376_21.16340,53_144,144.0,53.0,starts_224,flk_2090,-157.092047584,21.1038712113,flk_2090_Maui
425,425,425,425,1,425,252018022,800.0,-157.004341803,21.1637556798,-157.00434_21.16375,53_143,143.0,53.0,starts_223,flk_2088,-157.096859233,21.1039253013,flk_2088_Maui
426,426,426,426,1,426,252018023,400.0,-157.004164362,21.163442867,-157.00416_21.16344,53_144,144.0,53.0,starts_224,flk_2090,-157.092047584,21.1038712113,flk_2090_Maui
427,427,427,427,1,427,252018025,600.0,-157.004830483,21.1635399255,-157.00483_21.16353,53_143,143.0,53.0,starts_223,flk_2088,-157.096859233,21.1039253013,flk_2088_Maui
428,428,428,428,1,428,252018026,200.0,-157.004764932,21.1633376517,-157.00476_21.16333,53_143,143.0,53.0,starts_223,flk_2088,-157.096859233,21.1039253013,flk_2088_Maui
429,429,429,429,1,429,252018027,1000.0,-157.004693907,21.1631665376,-157.00469_21.16316,54_143,143.0,54.0,starts_235,flk_2090,-157.092047584,21.1038712113,flk_2090_Maui
430,430,430,430,1,430,252018028,1000.0,-157.005265739,21.1633103908,-157.00526_21.16331,53_143,143.0,53.0,starts_223,flk_2088,-157.096859233,21.1039253013,flk_2088_Maui
431,431,431,431,1,431,252018029,600.0,-157.00555404,21.1635585772,-157.00555_21.16355,53_142,142.0,53.0,starts_222,flk_2466,-157.114934583,21.1967037116,flk_2466_Maui
432,432,432,432,1,432,252018030,600.0,-157.005670385,21.163765354,-157.00567_21.16376,53_142,142.0,53.0,starts_222,flk_2466,-157.114934583,21.1967037116,flk_2466_Maui
433,433,433,433,1,433,252018031,400.0,-157.005786763,21.1639693143,-157.00578_21.16396,53_142,142.0,53.0,starts_222,flk_2466,-157.114934583,21.1967037116,flk_2466_Maui
434,434,434,434,1,434,252018032,400.0,-157.005564271,21.1640170721,-157.00556_21.16401,52_142,142.0,52.0,starts_208,flk_2467,-157.102897868,21.1965689513,flk_2467_Maui
435,435,435,435,1,435,252018033,600.0,-157.005385946,21.1637028483,-157.00538_21.16370,53_143,143.0,53.0,starts_223,flk_2088,-157.096859233,21.1039253013,flk_2088_Maui
436,436,436,436,1,436,252018034,600.0,-157.00522989,21.1637814006,-157.00522_21.16378,53_143,143.0,53.0,starts_223,flk_2088,-157.096859233,21.1039253013,flk_2088_Maui
437,437,437,437,1,437,252018035,600.0,-157.005407697,21.1640947885,-157.00540_21.16409,52_143,143.0,52.0,starts_209,flk_2487,-157.124535519,21.1990685463,flk_2487_Maui
438,438,438,438,1,438,252018038,800.0,-157.004919079,21.1639365387,-157.00491_21.16393,53_143,143.0,53.0,starts_223,flk_2088,-157.096859233,21.1039253013,flk_2088_Maui
439,439,439,439,1,439,252018039,800.0,-157.005096179,21.1642499925,-157.00509_21.16424,52_143,143.0,52.0,starts_209,flk_2487,-157.124535519,21.1990685463,flk_2487_Maui
440,440,440,440,1,440,252018040,600.0,-157.004819773,21.1641843428,-157.00481_21.16418,52_143,143.0,52.0,starts_209,flk_2487,-157.124535519,21.1990685463,flk_2487_Maui
441,441,441,441,1,441,252018042,600.0,-157.004145261,21.1642736689,-157.00414_21.16427,52_144,144.0,52.0,starts_210,flk_2069,-157.101699607,21.1017216162,flk_2069_Maui
442,442,442,442,1,442,252018043,1400.0,-157.004353264,21.1645400011,-157.00435_21.16454,52_143,143.0,52.0,starts_209,flk_2487,-157.124535519,21.1990685463,flk_2487_Maui
443,443,443,443,1,443,252018044,400.0,-157.004599424,21.1648106162,-157.00459_21.16481,51_143,143.0,51.0,starts_194,flk_2467,-157.102897868,21.1965689513,flk_2467_Maui
444,444,444,444,1,444,252018045,600.0,-157.004899927,21.1647979143,-157.00489_21.16479,51_143,143.0,51.0,starts_194,flk_2467,-157.102897868,21.1965689513,flk_2467_Maui
445,445,445,445,1,445,252018046,800.0,-157.00510194,21.1647445205,-157.00510_21.16474,51_143,143.0,51.0,starts_194,flk_2467,-157.102897868,21.1965689513,flk_2467_Maui
446,446,446,446,1,446,252018047,1000.0,-157.00547608,21.1646451394,-157.00547_21.16464,52_142,142.0,52.0,starts_208,flk_2467,-157.102897868,21.1965689513,flk_2467_Maui
447,447,447,447,1,447,252018048,600.0,-157.005928042,21.1646285077,-157.00592_21.16462,52_142,142.0,52.0,starts_208,flk_2467,-157.102897868,21.1965689513,flk_2467_Maui
448,448,448,448,1,448,252018049,600.0,-157.005754015,21.164382195,-157.00575_21.16438,52_142,142.0,52.0,starts_208,flk_2467,-157.102897868,21.1965689513,flk_2467_Maui
449,449,449,449,1,449,252018050,1000.0,-157.006037417,21.1642622907,-157.00603_21.16426,52_142,142.0,52.0,starts_208,flk_2467,-157.102897868,21.1965689513,flk_2467_Maui
450,450,450,450,1,450,252018051,600.0,-157.006162381,21.1645431821,-157.00616_21.16454,52_142,142.0,52.0,starts_208,flk_2467,-157.102897868,21.1965689513,flk_2467_Maui
451,451,451,451,1,451,252018052,200.0,-157.004299547,21.1626932923,-157.00429_21.16269,54_143,143.0,54.0,starts_235,flk_2090,-157.092047584,21.1038712113,flk_2090_Maui
452,452,452,452,1,452,252018053,600.0,-157.004453878,21.1629018673,-157.00445_21.16290,54_143,143.0,54.0,starts_235,flk_2090,-157.092047584,21.1038712113,flk_2090_Maui
453,453,453,453,1,453,252018054,600.0,-157.005152255,21.1631036023,-157.00515_21.16310,54_143,143.0,54.0,starts_235,flk_2090,-157.092047584,21.1038712113,flk_2090_Maui
454,454,454,454,1,454,252018055,600.0,-157.00505123,21.1629222054,-157.00505_21.16292,54_143,143.0,54.0,starts_235,flk_2090,-157.092047584,21.1038712113,flk_2090_Maui
455,455,455,455,1,455,252007091,800.0,-157.054143498,21.171996956,-157.05414_21.17199,41_95,95.0,41.0,starts_118,flk_2397,-157.064498654,21.1871016988,flk_2397_Maui
456,456,456,456,1,456,252007094,800.0,-157.06280074,21.1671329738,-157.06280_21.16713,48_92,92.0,48.0,starts_168,flk_2416,-157.078912296,21.1895241068,flk_2416_Maui
457,457,457,457,1,457,252007095,600.0,-157.063088466,21.1672204933,-157.06308_21.16722,48_92,92.0,48.0,starts_168,flk_2416,-157.078912296,21.1895241068,flk_2416_Maui
458,458,458,458,1,458,252007096,800.0,-157.063386441,21.1672773166,-157.06338_21.16727,48_92,92.0,48.0,starts_168,flk_2416,-157.078912296,21.1895241068,flk_2416_Maui
459,459,459,459,1,459,252007097,600.0,-157.063674263,21.1673512455,-157.06367_21.16735,48_91,91.0,48.0,starts_167,flk_2432,-157.083697561,21.1918363715,flk_2432_Maui
460,460,460,460,1,460,252007100,800.0,-157.05438666,21.1722481196,-157.05438_21.17224,40_95,95.0,40.0,starts_107,flk_2397,-157.064498654,21.1871016988,flk_2397_Maui
461,461,461,461,1,461,252007101,600.0,-157.054624463,21.17249457,-157.05462_21.17249,40_95,95.0,40.0,starts_107,flk_2397,-157.064498654,21.1871016988,flk_2397_Maui
462,462,462,462,1,462,252007102,800.0,-157.054891856,21.1727353951,-157.05489_21.17273,40_94,94.0,40.0,starts_106,flk_2397,-157.064498654,21.1871016988,flk_2397_Maui
463,463,463,463,1,463,252007103,800.0,-157.055137918,21.1729952886,-157.05513_21.17299,39_94,94.0,39.0,starts_95,flk_2397,-157.064498654,21.1871016988,flk_2397_Maui
464,464,464,464,1,464,252008001,400.0,-157.029728322,21.0926826687,-157.02972_21.09268,115_109,0.0,0.0,starts_406,flk_2012,-157.032052048,21.0918958424,flk_2012_Maui
465,465,465,465,1,465,252008002,600.0,-157.030237114,21.0929675745,-157.03023_21.09296,115_108,0.0,0.0,starts_405,flk_2012,-157.032052048,21.0918958424,flk_2012_Maui
466,466,466,466,1,466,252008004,600.0,-157.033056093,21.094585838,-157.03305_21.09458,114_106,0.0,0.0,starts_401,flk_2022,-157.034427882,21.0941812922,flk_2022_Maui
467,467,467,467,1,467,252008005,600.0,-157.033873121,21.0949623568,-157.03387_21.09496,114_105,0.0,0.0,starts_400,flk_2022,-157.034427882,21.0941812922,flk_2022_Maui
468,468,468,468,1,468,252021010,400.0,-157.077216678,21.1832123433,-157.07721_21.18321,24_87,87.0,24.0,starts_4,flk_2417,-157.076505112,21.1894967189,flk_2417_Maui
469,469,469,469,1,469,252021011,600.0,-157.078774604,21.183546884,-157.07877_21.18354,24_86,86.0,24.0,starts_3,flk_2416,-157.078912296,21.1895241068,flk_2416_Maui
470,470,470,470,1,470,252021013,600.0,-157.074789861,21.1796862377,-157.07478_21.17968,30_88,88.0,30.0,starts_33,flk_2418,-157.074097933,21.1894692967,flk_2418_Maui
471,471,471,471,1,471,252022001,600.0,-157.067621102,21.1759953056,-157.06762_21.17599,36_90,90.0,36.0,starts_67,flk_2420,-157.069283585,21.1894143496,flk_2420_Maui
472,472,472,472,1,472,252022002,1200.0,-157.070086466,21.1726294048,-157.07008_21.17262,40_89,89.0,40.0,starts_104,flk_2417,-157.076505112,21.1894967189,flk_2417_Maui
473,473,473,473,1,473,252022003,600.0,-157.071293478,21.1727334224,-157.07129_21.17273,40_89,89.0,40.0,starts_104,flk_2417,-157.076505112,21.1894967189,flk_2417_Maui
474,474,474,474,1,474,252022004,800.0,-157.070165429,21.1765409931,-157.07016_21.17654,35_89,89.0,35.0,starts_60,flk_2419,-157.071690757,21.1894418403,flk_2419_Maui
475,475,475,475,1,475,252022005,600.0,-157.070450174,21.1766020507,-157.07045_21.17660,35_89,89.0,35.0,starts_60,flk_2419,-157.071690757,21.1894418403,flk_2419_Maui
476,476,476,476,1,476,252022006,600.0,-157.070743298,21.1766644319,-157.07074_21.17666,35_89,89.0,35.0,starts_60,flk_2419,-157.071690757,21.1894418403,flk_2419_Maui
477,477,477,477,1,477,252022007,600.0,-157.071044099,21.1767256185,-157.07104_21.17672,35_89,89.0,35.0,starts_60,flk_2419,-157.071690757,21.1894418403,flk_2419_Maui
478,478,478,478,1,478,252022008,600.0,-157.071338126,21.1767962937,-157.07133_21.17679,35_89,89.0,35.0,starts_60,flk_2419,-157.071690757,21.1894418403,flk_2419_Maui
479,479,479,479,1,479,252023029,600.0,-157.084691811,21.1665792124,-157.08469_21.16657,50_84,84.0,50.0,starts_179,flk_2468,-157.100490537,21.1965418964,flk_2468_Maui
480,480,480,480,1,480,252024001,800.0,-157.086063786,21.1679389009,-157.08606_21.16793,47_84,84.0,47.0,starts_160,flk_2468,-157.100490537,21.1965418964,flk_2468_Maui
481,481,481,481,1,481,252024002,600.0,-157.087862845,21.167197415,-157.08786_21.16719,49_83,83.0,49.0,starts_173,flk_2467,-157.102897868,21.1965689513,flk_2467_Maui
482,482,482,482,1,482,252024004,800.0,-157.088442646,21.1713551042,-157.08844_21.17135,42_83,83.0,42.0,starts_126,flk_2468,-157.100490537,21.1965418964,flk_2468_Maui
483,483,483,483,1,483,252024005,400.0,-157.090976524,21.1678262425,-157.09097_21.16782,47_82,82.0,47.0,starts_159,flk_2467,-157.102897868,21.1965689513,flk_2467_Maui
484,484,484,484,1,484,252024006,600.0,-157.092521587,21.1682194833,-157.09252_21.16821,47_81,81.0,47.0,starts_158,flk_2467,-157.102897868,21.1965689513,flk_2467_Maui
485,485,485,485,1,485,252024007,600.0,-157.095043345,21.164640509,-157.09504_21.16464,53_81,81.0,53.0,starts_214,flk_2442,-157.105333996,21.1943383529,flk_2442_Maui
486,486,486,486,1,486,252023016,1000.0,-157.075182333,21.1650886137,-157.07518_21.16508,52_87,87.0,52.0,starts_200,flk_2446,-157.095704824,21.1942300776,flk_2446_Maui
487,487,487,487,1,487,252008006,600.0,-157.0345394,21.0952122504,-157.03453_21.09521,114_104,0.0,0.0,starts_399,flk_2022,-157.034427882,21.0941812922,flk_2022_Maui
488,488,488,488,1,488,252008025,600.0,-157.02861917,21.0960455436,-157.02861_21.09604,114_110,0.0,0.0,starts_404,flk_2012,-157.032052048,21.0918958424,flk_2012_Maui
489,489,489,489,1,489,252008027,600.0,-157.031779552,21.096743976,-157.03177_21.09674,113_107,0.0,0.0,starts_396,flk_2022,-157.034427882,21.0941812922,flk_2022_Maui
490,490,490,490,1,490,252008028,1000.0,-157.033876656,21.0965853616,-157.03387_21.09658,114_105,0.0,0.0,starts_400,flk_2022,-157.034427882,21.0941812922,flk_2022_Maui
491,491,491,491,1,491,252008029,600.0,-157.041904014,21.0998566846,-157.04190_21.09985,112_100,0.0,0.0,starts_384,flk_2038,-157.041615041,21.0965223527,flk_2038_Maui
492,492,492,492,1,492,252008030,600.0,-157.042970795,21.1003385452,-157.04297_21.10033,112_99,0.0,0.0,starts_383,flk_2037,-157.044020673,21.0965501211,flk_2037_Maui
493,493,493,493,1,493,252008031,800.0,-157.04395224,21.1014511492,-157.04395_21.10145,112_99,0.0,0.0,starts_383,flk_2037,-157.044020673,21.0965501211,flk_2037_Maui
494,494,494,494,1,494,252008032,600.0,-157.045054073,21.1018791493,-157.04505_21.10187,112_98,0.0,0.0,starts_382,flk_2036,-157.046426309,21.0965778554,flk_2036_Maui
495,495,495,495,1,495,252008034,1800.0,-157.047023812,21.1032803758,-157.04702_21.10328,111_98,0.0,0.0,starts_369,flk_2036,-157.046426309,21.0965778554,flk_2036_Maui
496,496,496,496,1,496,252008035,600.0,-157.048362696,21.1031587566,-157.04836_21.10315,111_97,0.0,0.0,starts_368,flk_2035,-157.04883195,21.0966055556,flk_2035_Maui
497,497,497,497,1,497,252008036,600.0,-157.048703368,21.1050010533,-157.04870_21.10500,110_97,0.0,0.0,starts_364,flk_2035,-157.04883195,21.0966055556,flk_2035_Maui
498,498,498,498,1,498,252008037,800.0,-157.049696357,21.1058775281,-157.04969_21.10587,110_97,0.0,0.0,starts_364,flk_2035,-157.04883195,21.0966055556,flk_2035_Maui
499,499,499,499,1,499,252008040,600.0,-157.041451195,21.1032037603,-157.04145_21.10320,111_100,0.0,0.0,starts_371,flk_2038,-157.041615041,21.0965223527,flk_2038_Maui
500,500,500,500,1,500,252008041,1200.0,-157.042972608,21.1033344395,-157.04297_21.10333,111_99,0.0,0.0,starts_370,flk_2037,-157.044020673,21.0965501211,flk_2037_Maui
501,501,501,501,1,501,252008042,600.0,-157.043978309,21.1036470423,-157.04397_21.10364,111_99,0.0,0.0,starts_370,flk_2037,-157.044020673,21.0965501211,flk_2037_Maui
502,502,502,502,1,502,252008043,600.0,-157.045114229,21.1040441301,-157.04511_21.10404,111_98,0.0,0.0,starts_369,flk_2036,-157.046426309,21.0965778554,flk_2036_Maui
503,503,503,503,1,503,252008044,600.0,-157.045879327,21.1046993162,-157.04587_21.10469,110_98,0.0,0.0,starts_365,flk_2036,-157.046426309,21.0965778554,flk_2036_Maui
504,504,504,504,1,504,252008045,600.0,-157.047154675,21.1050929137,-157.04715_21.10509,110_98,0.0,0.0,starts_365,flk_2036,-157.046426309,21.0965778554,flk_2036_Maui
505,505,505,505,1,505,254003037,400.0,-157.004616768,21.0810296005,-157.00461_21.08102,122_144,0.0,0.0,,,,,
506,506,506,506,1,506,254010012,600.0,-156.998017078,21.0831442875,-156.99801_21.08314,120_153,0.0,0.0,starts_445,flk_1886,-156.998526064,21.0802141696,flk_1886_Maui
507,507,507,507,1,507,254010016,600.0,-156.997520003,21.0839041757,-156.99752_21.08390,120_154,0.0,0.0,starts_446,flk_1886,-156.998526064,21.0802141696,flk_1886_Maui
